Processor,Display,Video graphics,Hard drive,Storage,RAM,Display Resolution,Screen size,Screen Height,Screen Width,Display Refresh Rate,CPU,GPU,Weight,Price
Intel® Core™ i7-11800H,"16"" WQXGA (2560x1600) IPS 500nits Anti-glare, 100% sRGB, 165Hz, DisplayHDR™ 400, Dolby® Vision™, G-SYNC®",NVIDIA® GeForce RTX™ 3080 16GB,2x 1TB SSD M.2 2280 PCIe® 4.0x4 NVMe®,2280,32,2560 x 1600,16.0,1600,2560,165,11800,3080,2.0,106000.0
AMD Ryzen™ 5 5600H,"15.6"" diagonal, FHD (1920 x 1080), 144 Hz, IPS, micro-edge, anti-glare, 250 nits, 45% NTSC",Nvidia GeForce GTX 1650,512 GB PCIe® Gen4 NVMe™ TLC M.2 SSD,512,16,1920 x 1080,15.6,1080,1920,144,5600,1650,2.0,34999.0
Intel Core I7-13700HX,"16"" QHD+ (2560 x 1600) 165Hz,",NVIDIA® GeForce RTX™ 4070 8GB,"1 TB, M.2, PCIe NVMe, SSD",512,16,2560 x 1600,16.0,1600,2560,165,13700,4070,3.0,147450.0
Intel Core I9-12900H,"16.1"" diagonal, QHD (2560 x 1440), 165 Hz, 3 ms response time, IPS, micro-edge, anti-glare, Low Blue Light, 300 nits, 100% sRGB",NVIDIA® GeForce RTX™ 3060 6GB,1 TB PCIe® Gen4 NVMe™ TLC M.2 SSD,512,16,2560 x 1440,16.1,1440,2560,165,12900,3060,2.0,79777.0
Intel Core i7-13700HX,"16"" WQXGA IPS 500nits Anti-glare, 100% sRGB, 240Hz, DisplayHDR™ 400, Dolby® Vision™, G-SYNC®, Low Blue Light, High Gaming Performance",NVIDIA® GeForce RTX™ 4060 8GB,1TB SSD M.2 2280 PCIe® 4.0x4 NVMe®,2280,16,2560 x 1600,16.0,1600,2560,240,13700,4060,2.0,70999.0
Intel Core i7​​-13700H,"15.6"" FHD IPS 350nits Anti-glare, 45% NTSC, 144Hz, G-SYNC®",NVIDIA® GeForce RTX™ 4060 8GB,1TB SSD M.2 2242 PCIe® 4.0x4 NVMe®,2242,16,1920 x 1080,15.6,1080,1920,144,13700,4060,2.0,57799.0
AMD Ryzen 7 5800H,"15.6"" FHD IPS 250nits Anti-glare, 45% NTSC, 120Hz",Nvidia GeForce RTX 3060 6GB,512GB SSD M.2 2280 PCIe® 3.0x4 NVMe,512,1,1920x1080,15.6,1080,1920,120,5800,3060,2.0,43999.0
Intel® Core™ i7-11800H,"16"" WQXGA IPS 500nits Anti-glare, 100% sRGB, 165Hz, DisplayHDR™ 400, Dolby® Vision™, G-SYNC®",NVIDIA® GeForce RTX™ 3050 Ti 4GB,1TB SSD M.2 2280 PCIe® 4.0x4 NVMe,2280,16,2560 x 1600,16.0,1600,2560,165,11800,3050,2.0,58999.0
Intel Core i9-13900HX,"16"" WQXGA (2560x1600) IPS 500nits Anti-glare, 100% sRGB, 240Hz, DisplayHDR™ 400, Dolby® Vision™, G-SYNC®, Low Blue Light, High Gaming Performance",NVIDIA® GeForce RTX™ 4070 8GB,1TB SSD M.2 2280 PCIe® 4.0x4 NVMe®,2280,16,2560x1600,16.0,1600,2560,240,13900,4070,2.0,124999.0
Intel Core I7-11800H,15.6'' Inch FHD IPS 144HZ,Nvidia GeForce RTX 3060 6GB,512 GB SSD,512,16,1920 x 1080,15.6,1080,1920,144,11800,3060,2.0,54999.0
AMD Ryzen 7-6800HS,"ROG Nebula Display 16-inch QHD+ 16:10, WQXGA) IPS-level glossy display DCI-P3: 100% Touch Screen Refresh Rate: 165Hz Response Time: 3ms Pantone Validated Support stylus: Yes MUX Switch + Optimus Support Dolby Vision HDR : Yes",NVIDIA® GeForce RTX™ 3060,1TB PCIe 4.0 NVMe M.2 Performance SSD,512,16,2560 x 1600,16.0,1600,2560,165,6800,3060,2.0,82999.0
AMD Ryzen 7-6800H,15.6 inch FHD 120Hz 250 nits WVA Anti-Glare LED Backlit Narrow Border Display,NVIDIA® GeForce RTX™ 4050 6GB,512GB M.2 PCIe Solid State Drive,512,16,1920 X 1080,15.6,1080,1920,120,6800,4050,2.0,39999.0
Intel® Core™ i7-13700H,"15.6"" diagonal, FHD, 144 Hz, 9 ms response time, IPS, micro-edge, anti-glare, 250 nits, 45% NTSC",NVIDIA® GeForce RTX™ 4050 6GB,512 GB PCIe® Gen4 NVMe™ TLC M.2 SSD,512,16,1920 X 1080,15.6,1080,1920,144,13700,4050,2.0,53599.0
AMD Rayzen 7-6800H,"16.1"" diagonal, FHD, 144 Hz, IPS, micro-edge, anti-glare, 250 nits, 45% NTSC",NVIDIA® GeForce RTX™ 3050 4GB,512 GB PCIe® NVMe™ TLC M.2 SSD,512,16,1920 X 1080,16.1,1080,1920,144,6800,3050,2.0,46149.0
AMD Rayzen 5-6600H,"16.1"" diagonal, FHD, 144 Hz, IPS, micro-edge, anti-glare, 250 nits, 45% NTSC",NVIDIA® GeForce RTX™ 3050 4GB,512 GB PCIe® NVMe™ TLC M.2 SSD,512,16,1920 X 1080,16.1,1080,1920,144,6600,3050,2.0,42000.0
Amd Ryzen 7 5800H,"15.6"" FHD IPS 300nits Anti-glare, 100% sRGB, 165Hz, Dolby® Vision™, FreeSync™, G-SYNC®",NVIDIA® GeForce RTX™ 3070 8GB,512GB SSD M.2 2280 PCIe® 3.0x4 NVMe®,512,16,1920 X 1080,15.6,1080,1920,165,5800,3070,2.0,50777.0
Intel® Core™ i7-12700H,"15.6"" WQHD IPS 300nits Anti-glare, 100% sRGB, 165Hz, Dolby® Vision™, G-SYNC®",NVIDIA® GeForce RTX™ 3050 Ti 4GB,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,512,16,2560 x 1440,15.6,1440,2560,165,12700,3050,2.0,43499.0
AMD Ryzen 7-5800H,"15.6"" FHD (1920x1080) IPS 300nits Anti-glare, 100% sRGB, 165Hz",NVIDIA® GeForce RTX™ 3060 6GB,512GB SSD M.2 2280 PCIe® 3.0x4 NVMe,512,16,1920 X 1080,15.6,1080,1920,165,5800,3060,2.0,43800.0
AMD Ryzen™ 7 5800H,"15.6"" FHD (1920x1080) IPS 250nits Anti-glare, 45% NTSC, 120Hz",NVIDIA® GeForce RTX™ 3060 6GB,512GB SSD M.2 2280 PCIe® 3.0x4 NVMe®,512,1,1920 X 1080,15.6,1080,1920,120,5800,3060,2.0,43000.0
AMD Rayzen 5-6600H,"16.1"" diagonal, FHD, 144 Hz, IPS, micro-edge, anti-glare, 250 nits, 45% NTSC",NVIDIA® GeForce RTX™ 3050 4GB,512 GB PCIe® NVMe™ TLC M.2 SSD,512,16,1920 X 1080,16.1,1080,1920,144,6600,3050,2.0,58888.0
AMD Rayzen 7-6800H,"16.1"" diagonal, FHD, 144 Hz, IPS, micro-edge, anti-glare, 250 nits, 45% NTSC",NVIDIA® GeForce RTX™ 3050 4GB,512 GB PCIe® NVMe™ TLC M.2 SSD,512,16,1920 X 1080,16.1,1080,1920,144,6800,3050,2.0,46149.0
AMD Rayzen 7-6800H,"16.1"" diagonal, FHD, 144 Hz, IPS, micro-edge, anti-glare, 250 nits, 45% NTSC",NVIDIA® GeForce RTX™ 3050 4GB,512 GB PCIe® NVMe™ TLC M.2 SSD,512,16,1920 x 1080,16.1,1080,1920,144,6800,3050,2.0,46149.0
Intel® Core™ i7-13700H,"40.9 cm (16.1"") diagonal, FHD, 144 Hz, IPS, micro-edge, anti-glare, 250 nits, 45% NTSC",NVIDIA® GeForce RTX™ 4050 6GB,1 TB PCIe® Gen4 NVMe™ TLC M.2 SSD,512,16,1920 X 1080,40.9,1080,1920,144,13700,4050,2.0,55999.0
AMD Rayzen 5-6600H,"16.1"" diagonal, FHD, 144 Hz, IPS, micro-edge, anti-glare, 250 nits, 45% NTSC",NVIDIA® GeForce RTX™ 3050 4GB,512 GB PCIe® NVMe™ TLC M.2 SSD,512,16,1920 x 1080,16.1,1080,1920,144,6600,3050,2.0,36999.0
Intel Core I7-13700H,"15.6"" diagonal, FHD, 144 Hz, 9 ms response time, IPS, micro-edge, anti-glare, 250 nits, 45% NTSC",NVIDIA® GeForce RTX™ 4050 6GB,512 GB PCIe® Gen4 NVMe™ TLC M.2 SSD,512,16,1920 X 1080,15.6,1080,1920,144,13700,4050,2.0,50499.0
Intel Core I7-13700H,"39.6 cm (15.6"") diagonal FHD IPS, 144Hz, 9ms, micro-edge, anti-glare, 250 nits, 45% NTSC color",NVIDIA® GeForce RTX™ 4050 6GB,512GB PCIe® Gen4 NVMe™ TLC M.2 SSD,512,16,1920 X 1080,39.6,1080,1920,144,13700,4050,2.0,50999.0
AMD Ryzen™ 5 5600H,"39.6 cm (15.6"") diagonal, FHD, 144 Hz, 9 ms response time, IPS, micro-edge, anti-glare, 250 nits, 45% NTSC",AMD Radeon™ RX 6500M Graphics,512 GB PCIe® Gen4 NVMe™ TLC M.2 SSD,512,8,1920 X 1080,39.6,1080,1920,144,5600,6500,2.0,30999.0
AMD Ryzen 5-5600H,"39.6 cm (15.6"") diagonal, FHD, 144 Hz, 9 ms response time, IPS, micro-edge, anti-glare, 250 nits, 45% NTSC",AMD Radeon™ RX 6500M Graphics,512 GB PCIe® Gen4 NVMe™ TLC M.2 SSD,512,8,1920 x 1080,39.6,1080,1920,144,5600,6500,2.0,28999.0
Intel Core I9-12900H,17.3-inch with 300 Nits FHD (1920 x 1080) 16:9 anti-glare display sRGB: 100% Adobe: 75.35% Refresh Rate: 360Hz Response Time: 3ms IPS-level MUX Switch + Optimus Support Dolby Vision HDR : Yes,NVIDIA® GeForce RTX™ 3070 Ti 8GB,1TB PCIe® 4.0 NVMe™ M.2 Performance SSD,512,32,1920 X 1080,17.3,1080,1920,360,12900,3070,2.0,103999.0
AMD Rayzen 7-6800HS,"14.0 inch ROG Nebula Display  QHD+ 16:10 (2560 x 1600, WQXGA)  IPS-level  Anti-glare display  DCI-P3:100%  Refresh Rate:120Hz  Response Time:3ms  Adaptive-Sync  Pantone Validated  MUX Switch  Support Dolby Vision HDR :Yes",AMD Radeon™ RX 6700S,1TB PCIe 4.0 NVMe M.2 SSD,512,16,2560 x 1600,14.0,1600,2560,120,6800,6700,1.0,53499.0
AMD Rayzen 7-6800HS,"14.0 inch ROG Nebula Display  QHD+ 16:10 (2560 x 1600, WQXGA)  IPS-level  Anti-glare display  DCI-P3:100%  Refresh Rate:120Hz  Response Time:3ms  Adaptive-Sync  Pantone Validated  MUX Switch  Support Dolby Vision HDR :Yes",AMD Radeon™ RX 6700S,1TB PCIe® 4.0 NVMe™ M.2 SSD,512,16,2560 x 1600,14.0,1600,2560,120,6800,6700,1.0,53499.0
Intel Core I9-11900H,17.3-inch with 300 Nits 4K UHD (3840 x 2160) 16:9 IPS-level anti-glare display DCI-P3: 100% Refresh Rate: 120Hz Response Time: 3ms Pantone Validated Optimus,NVIDIA® GeForce RTX™ 3080 16GB,1TB + 1TB + 1TB M.2 NVMe™ PCIe® 4.0 RAID0 SSD,512,32,3840 x 2160,17.3,2160,3840,120,11900,3080,2.0,117699.0
AMD Ryzen 7-6800H,"16.1"" diagonal, FHD, 144 Hz, IPS, micro-edge, anti-glare, 250 nits, 45% NTSC",NVIDIA® GeForce RTX™ 3050 Ti 4GB,512GB PCIe® NVMe™ TLC M.2 SSD,512,16,1920 X 1080,16.1,1080,1920,144,6800,3050,2.0,35500.0
AMD Ryzen 7-6800H,"16.1"" diagonal, FHD, 144 Hz, IPS, micro-edge, anti-glare, 250 nits, 45% NTSC",NVIDIA® GeForce RTX™ 3050 Ti 4GB,512 GB PCIe® NVMe™ TLC M.2 SSD,512,16,1920 X 1080,16.1,1080,1920,144,6800,3050,2.0,35500.0
Intel Core I7-12700H,"16.1"" diagonal, FHD, 144 Hz, IPS, micro-edge, anti-glare, 250 nits, 45% NTSC",NVIDIA® GeForce RTX™ 3050 Ti 4GB,1 TB PCIe® NVMe™ TLC M.2 SSD,512,16,1920 X 1080,16.1,1080,1920,144,12700,3050,2.0,54699.0
Intel Core I5-12500H,"15.6"" Inch FHD 144 Hz LCD Aspect Ratio 16:9",Nvidia GeForce RTX 3050 4GB,512GB SSD,512,8,1920 X 1080,15.6,1080,1920,144,12500,3050,2.0,29999.0
Intel Core I5-12500H,"15.6"" FHD IPS 250nits Anti-glare, 45% NTSC, 120Hz",NVIDIA® GeForce RTX™ 3050 4GB,512GB SSD M.2 2280 PCIe® 3.0x4 NVMe®,512,8,1920 X 1080,15.6,1080,1920,120,12500,3050,2.0,46800.0
AMD Ryzen 7-6800HS,"15.6-inch WQHD (2560 x 1440) 16:9 - Anti-glare display Refresh Rate: 165Hz, IPS-level  DCI-P3: 100%  Response Time: 3ms  Adaptive-Sync  Pantone Validated  MUX Switch + Optimus  Support Dolby Vision HDR : Yes","NVIDIA GeForce RTX™ 3060, 6GB",1TB PCIe 4.0 NVMe™ M.2 SSD,512,16,2560 x 1440,15.6,1440,2560,165,6800,3060,1.0,44999.0
AMD Ryzen 9-5900HS,14.0 Inch WQHD 16:9 IPS-level anti-glare display DCI-P3: 100% Refresh Rate: 120Hz Pantone Validated Optimus,NVIDIA® GeForce RTX™ 3050 4GB,512 GB PCIE SSD,512,16,2560 x 1440,14.0,1440,2560,120,5900,3050,1.0,45999.0
Intel Core I7-11800H,"17.3-inch, FHD 16:9, anti-glare display, sRGB:62.5%, Adobe:47.34%, DCI-P3:Refresh Rate:144Hz, Value IPS-level",NVIDIA® GeForce RTX™ 3060 6GB,1TB M.2 NVMe™ PCIe® 3.0 SSD,512,16,1920 x 1080,17.3,1080,1920,144,11800,3060,2.0,47049.0
AMD Ryzen 7-5800H,15.6-inch with 200 Nits WQHD 16:9 IPS-level anti-glare display DCI-P3: 100.00% Refresh Rate: 165Hz Response Time: 3ms Optimus,NVIDIA® GeForce RTX™ 3060 6GB,1TB PCIE SSD,512,16,2560 x 1440,15.6,1440,2560,165,5800,3060,2.0,41999.0
AMD Ryzen 9-5900HS,"14.0"" WQHD (2560 x 1440) 16:9 IPS-level anti-glare display DCI-P3: 100% Refresh Rate: 120Hz Pantone Validated Optimus",NVIDIA® GeForce RTX™ 3060 6GB,1TB PCIE SSD,512,16,2560 x 1440,14.0,1440,2560,120,5900,3060,1.0,50999.0
AMD Ryzen 7-6800HS,"13.4-inch FHD+ 16:10 (1920 x 1200, WUXGA) IPS-level glossy display sRGB: 100% Adobe: 75% Touch Screen Refresh Rate: 120Hz Pantone Validated Support stylus: Yes MUX Switch + Optimus Support Dolby Vision HDR : Yes",Nvidia GeForce RTX 3050 4GB,512GB PCIe® 4.0 NVMe™ M.2 SSD (2230),512,16,1920 x 1200,13.4,1200,1920,120,6800,3050,1.0,52999.0
AMD Ryzen 7-6800HS,"13.4-inch FHD+ 16:10 (1920 x 1200, WUXGA) IPS-level glossy display sRGB: 100% Adobe: 75% Touch Screen Refresh Rate: 120Hz Pantone Validated Support stylus: Yes MUX Switch + Optimus Support Dolby Vision HDR : Yes",NVIDIA® GeForce RTX™ 3050 Ti 4GB,512GB PCIe® 4.0 NVMe™ M.2 SSD (2230),512,16,1920 x 1200,13.4,1200,1920,120,6800,3050,1.0,62400.0
Intel Core I7-12700H,13.4-inch FHD+ 16:10 ( WUXGA) glossy display sRGB: 100 Touch Screen Refresh Rate: 120Hz Response Time: 30ms IPS-level Pantone Validated Support stylus: Yes MUX Switch + Optimus Support Dolby Vision HDR : Yes,NVIDIA® GeForce RTX™ 3050,512GB PCIe® 4.0 2230 NVMe™ M.2 SSD,512,16,1920 x 1200,13.4,1200,1920,120,12700,3050,1.0,53499.0
Intel Core I9-12900H,"13.4-inch UHD+ 16:10 (3840 x 2400, WQUXGA) glossy display DCI-P3: 85 Touch Screen Response Time: 30ms IPS-level Pantone Validated Support stylus: Yes MUX Switch + Optimus Support Dolby Vision HDR : Yes",NVIDIA® GeForce RTX™ 3050Ti 4GB,1TB PCIe® 4.0 NVMe™ M.2 SSD (2230),2230,16,3840 x 2400,13.4,2400,3840,144,12900,3050,1.0,69099.0
Intel Core I9-12900H,15.6-inch WQHD 16:9 IPS-level Anti-glare display DCI-P3: 100% Refresh Rate: 240Hz Response Time: 3ms Adaptive-Sync MUX Switch + Optimus Support Dolby Vision HDR : Yes,NVIDIA® GeForce RTX™ 3070Ti 8GB,1TB PCIe® 4.0 NVMe™ M.2 Performance SSD,512,32,2560 x 1440,15.6,1440,2560,240,12900,3070,2.0,108900.0
Intel Core I9-12900H,17.3-inch with 300 Nits FHD 16:9 IPS-level anti-glare display sRGB: 100% Adobe: 75.35% Refresh Rate: 360Hz Response Time: 3ms MUX Switch + Optimus Support Dolby Vision HDR : Yes,NVIDIA® GeForce RTX™ 3070Ti 8GB,2TB PCIe® 4.0 NVMe™ M.2 Performance SSD,512,32,1920 x 1080,17.3,1080,1920,360,12900,3070,2.0,107000.0
Intel Core I9-12900H,17.3-inch with 300 Nits FHD 16:9 anti-glare display sRGB: 100% Adobe: 75.35% Refresh Rate: 360Hz Response Time: 3ms IPS-level MUX Switch + Optimus Support Dolby Vision HDR : Yes,NVIDIA® GeForce RTX™ 3080Ti,1TB PCIe® 4.0 NVMe™ M.2 Performance SSD,512,32,1920 x 1080,17.3,1080,1920,360,12900,3080,2.0,119999.0
AMD Ryzen 7-7735HS,"15.6-inch, FHD 16:9, Value IPS-level, Anti-glare display, sRGB:100%, Adobe:75.35%, Refresh Rate:144Hz, G-Sync, MUX Switch + NVIDIA® Advanced Optimus",NVIDIA® GeForce RTX™ 4050 6GB,512GB PCIe® 4.0 NVMe™ M.2 SSD,512,16,1920 X 1080,15.6,1080,1920,144,7735,4050,2.0,44000.0
AMD Ryzen 7-5800H,"15.6-inch diagonal, FHD, 144 Hz, IPS, micro-edge, anti-glare, 250 nits, 45% NTSC",NVIDIA® GeForce RTX™ 3050 Ti 4GB,512 GB PCIe® Gen4 NVMe™ TLC M.2 SSD,512,16,1920 X 1080,15.6,1080,1920,144,5800,3050,2.0,43899.0
Intel Core I7-12700H,"16.1"" diagonal, FHD, 144 Hz, 7 ms response time, IPS, micro-edge, anti-glare, Low Blue Light, 300 nits, 100% sRGB",NVIDIA® GeForce RTX™ 3050 4GB,1 TB PCIe® NVMe™ TLC M.2 SSD,512,16,1920 X 1080,16.1,1080,1920,144,12700,3050,2.0,39499.0
Intel Core I7-12700H,"15.6"" diagonal, FHD, 144 Hz, 9 ms response time, IPS, micro-edge, anti-glare, 250 nits, 45% NTSC",NVIDIA® GeForce RTX™ 3050 4GB,512 GB PCIe® NVMe™ TLC M.2 SSD,512,8,1920 x 1080,15.6,1080,1920,144,12700,3050,2.0,36999.0
AMD Ryzen 7-5800H,"15.6"" FHD (1920x1080) IPS 250nits Anti-glare, 45% NTSC, 120Hz",NVIDIA® GeForce RTX™ 3050 4GB,512GB SSD M.2 2242 PCIe® 3.0x4 NVMe®,512,1,1920 X 1080,15.6,1080,1920,120,5800,3050,2.0,27499.0
AMD Ryzen™ 5 5600H,"16.1"" diagonal, FHD, IPS, micro-edge, anti-glare, 250 nits, 45% NTSC",NVIDIA® GeForce® GTX 1650 4GB,512 GB PCIe® NVMe™ TLC M.2 SSD,512,8,1920 x 1080,16.1,1080,1920,144,5600,1650,2.0,24750.0
Intel Core I9-12900HK,"17.3"" FHD (1920*1080), 360Hz, close to 100%sRGB",NVIDIA® GeForce RTX™ 3080 Ti 16GB,2TB NVMe SSD Gen4x4,512,64,1920 X 1080,17.3,1080,1920,360,12900,3080,2.0,129999.0
Intel Core I7-11800H,"15.6"" QHD (2560x1440), 240Hz, IPS-Level",Nvidia GeForce RTX 3070 8GB,1TB NVMe PCIe Gen4 SSD,512,16,2560x1440,15.6,1440,2560,240,11800,3070,2.0,57999.0
Intel Core I7-12700H,"15.6"" FHD (1920x1080), 144Hz, IPS-Level",NVIDIA GeForce RTX 3070 8GB,1TB NVMe PCIe SSD,512,16,1920 X 1080,15.6,1080,1920,144,12700,3070,2.0,62049.0
Intel Core I7-11800H,"15.6"" FHD (1920*1080), 144Hz 45%NTSC IPS-Level",NVIDIA® GeForce RTX™ 3050 Ti 4GB,256GB NVMe PCIe SSD +1TB (SATA) 5400rpm,256,8,1920 X 1080,15.6,1080,1920,144,11800,3050,1.0,36144.0
Intel Core I7-11800H,"15.6"" FHD, 60Hz 45%NTSC IPS-Level",NVIDIA GeForce GTX 1650 4GB,256GB NVMe PCIe SSD +1TB (SATA) 5400rpm,256,8,1920 X 1080,15.6,1080,1920,60,11800,1650,1.0,32100.0
Intel Core I7-12700H,"17.3"" QHD, 240Hz DCI-P3 100% typical",Nvidia GeForce RTX 3070Ti 8GB,1TB NVMe PCIe SSD,512,32,2560 x 1440,17.3,1440,2560,240,12700,3070,2.0,79599.0
Intel Core I7-12700H,"15.6"" QHD, 165Hz, IPS-Level",NVIDIA® GeForce RTX™ 3080 8GB,1TB NVMe PCIe SSD,512,32,2560 x 1440,15.6,1440,2560,165,12700,3080,2.0,83299.0
Intel Core I7-13700HX,"16"" WQXGA IPS 300nits Anti-glare, 100% sRGB, 165Hz, Dolby® Vision™, G-SYNC®, Low Blue Light",NVIDIA® GeForce RTX™ 4060 8GB,512GB SSD M.2 2280 PCIe® 4.0x4 NVMe®,512,16,2560 x 1600,16.0,1600,2560,165,13700,4060,2.0,71000.0
Intel Core I9-12900H,"ROG Nebula Display 16-inch QHD+ 16:10 (2560 x 1600, WQXGA) IPS-level Anti-glare display DCI-P3: 100% Refresh Rate: 165Hz Response Time: 3ms Adaptive-Sync Pantone Validated MUX Switch + Optimus Support Dolby Vision HDR : Yes",NVIDIA® GeForce RTX™ 3070Ti 8GB,1TB PCIe® 4.0 NVMe™ M.2 Performance SSD,512,32,2560 x 1600,16.0,1600,2560,165,12900,3070,2.0,102999.0
Intel Core I7-13650HX,"16 -inch, FHD+ 16:10 (1920 x 1200, WUXGA)  Refresh Rate: 165Hz  Response Time (G2G): 7ms  Viewing Angle: 170  IPS-level  Brightness: 250nits  Contrast: 1000:1  SRGB %  100%  Anti-glare display  Adaptive-Sync technology:G-Sync  Pantone Validated  Support D",NVIDIA® GeForce RTX™ 4080 12GB,1 TB PCIe® 4.0 NVMe™ M.2 SSD,512,16,1920 x 1200,16.0,1200,1920,165,13650,4080,2.0,135000.0
AMD Ryzen 7-6800H,"15.6-inch, FHD (1920 x 1080) 16:9, Value IPS-level, Anti-glare display, sRGB:62.5%, Adobe:47.34%, Refresh Rate:144Hz, Adaptive-Sync, MUX Switch + Optimus",NVIDIA® GeForce RTX™ 3060 6GB,512GB PCIe® 3.0 NVMe™ M.2 SSD,512,16,1920 X 1080,15.6,1080,1920,144,6800,3060,2.0,47599.0
AMD Ryzen 9-7940HS,"15.6-inch, FHD (1920 x 1080) 16:9, Value IPS-level, Anti-glare display, sRGB:100%, Adobe:75.35%, Refresh Rate:144Hz, G-Sync, MUX Switch + NVIDIA® Advanced Optimus",NVIDIA® GeForce RTX™ 4070 8GB,512GB PCIe® 4.0 NVMe™ M.2 SSD,512,16,1920 X 1080,15.6,1080,1920,144,7940,4070,2.0,84999.0
AMD Ryzen 7-6800H,"15.6-inch, FHD (1920 x 1080) 16:9, Value IPS-level, Anti-glare display, sRGB:62.5%, Adobe:47.34%, Refresh Rate:144Hz, Adaptive-Sync, MUX Switch + Optimus",NVIDIA® GeForce RTX™ 3050 4GB,512GB PCIe® 3.0 NVMe™ M.2 SSD,512,16,1920 X 1080,15.6,1080,1920,144,6800,3050,2.0,34499.0
Intel Core I7-12700H,"15.6-inch, FHD (1920 x 1080) 16:9, Value IPS-level, Anti-glare display, sRGB:100%, Adobe:75.35%, Refresh Rate:144Hz, G-Sync, MUX Switch + NVIDIA® Advanced Optimus",NVIDIA® GeForce RTX™ 4060 8GB,512GB PCIe® 4.0 NVMe™ M.2 SSD,512,16,1920 X 1080,15.6,1080,1920,144,12700,4060,2.0,60149.0
Intel Core I7-12700H,"15.6-inch, FHD (1920 x 1080) 16:9, Value IPS-level, Anti-glare display, sRGB:100%, Adobe:75.35%, Refresh Rate:144Hz, G-Sync, MUX Switch + NVIDIA® Advanced Optimus",NVIDIA® GeForce RTX™ 4050 6GB,512GB PCIe® 4.0 NVMe™ M.2 SSD,512,16,1920 X 1080,15.6,1080,1920,144,12700,4050,2.0,69700.0
Intel Core I9-13900H,"15.6-inch, FHD (1920 x 1080) 16:9, Value IPS-level, Anti-glare display, sRGB:100%, Adobe:75.35%, Refresh Rate:144Hz, G-Sync, MUX Switch + NVIDIA® Advanced Optimus",NVIDIA® GeForce RTX™ 4050 6GB,512GB PCIe® 4.0 NVMe™ M.2 SSD,512,16,1920 X 1080,15.6,1080,1920,144,13900,4050,2.0,64999.0
Intel Core I7-13650HX,"15.6"" FHD (1920x1080) 120Hz Display",NVIDIA GeForce RTX 3050 6GB,"512GB, M.2, PCIe NVMe, SSD",512,16,1920 X 1080,15.6,1080,1920,120,13650,3050,2.0,50099.0
Intel Core I7 11370H,"15.6-inch, FHD (1920 x 1080) 16:9 anti-glare display sRGB:62.5%, Adobe:47.34% Refresh Rate:144Hz Value IPS-level",Nvidia GeForce RTX 3050Ti 4GB,512GB M.2 NVMe™ PCIe® 3.0 SSD,512,8,1920 x 1080,15.6,1080,1920,144,11370,3050,2.0,44999.0
Intel Core I7-11800H,"16"" WQXGA (2560x1600) IPS 500nits Anti-glare, 100% sRGB, 165Hz, DisplayHDR™ 400, Dolby® Vision™, G-SYNC®",NVIDIA® GeForce RTX™ 3050 Ti 4GB,512GB SSD M.2 2280 PCIe® 3.0x4 NVMe®,512,16,2560x1600,16.0,1600,2560,165,11800,3050,2.0,40000.0
Intel Core I9-13900H,"15.6-inch, FHD (1920 x 1080) 16:9, Value IPS-level, Anti-glare display, sRGB:100%, Adobe:75.35%, Refresh Rate:144Hz, G-Sync, MUX Switch + NVIDIA® Advanced Optimus",NVIDIA GeForce RTX 4060 8GB,512GB PCIe® 4.0 NVMe™ M.2 SSD,512,16,1920 X 1080,15.6,1080,1920,144,13900,4060,2.0,91555.0
AMD Rayzen 5-5600H,"40.9 cm (16.1"") diagonal, FHD (1920 x 1080), IPS, micro-edge, anti-glare, 250 nits, 45% NTSC",Nvidia GeForce GTX 1650 4GB,512 GB PCIe® NVMe™ TLC M.2 SSD,512,8,1920 x 1080,40.9,1080,1920,144,5600,1650,2.0,24799.0
Intel Core I7-12700H,"15.6-inch, FHD 16:9, Value IPS-level, Anti-glare display Refresh Rate:144Hz, Adaptive-Sync, MUX Switch + Optimus",Nvidia GeForce RTX 3050 4GB,512GB PCIe® NVMe™ M.2 SSD,512,16,1920 x 1080,15.6,1080,1920,144,12700,3050,2.0,43999.0
Intel Core I7-13650HX,"15.6"" FHD (1920x1080) 165Hz, 3 ms, sRGB-100%, ComfortViewPlus , NVIDIA G-SYNC+DDS Display",NVIDIA GeForce RTX 4060 8GB,"512GB, M.2, PCIe NVMe, SSD",512,16,1920 x 1080,15.6,1080,1920,165,13650,4060,2.0,62000.0
Intel Core I7-13700H,"16"" 2.5K (2560x1600) IPS 350nits Anti-glare, 100% sRGB, 120Hz, Eyesafe®, G-Sync",NVIDIA® GeForce RTX™ 4050 6GB,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,512,16,2560 x 1600,16.0,1600,2560,120,13700,4050,1.0,47499.0
Intel Core I7-12650H,"15.6"" FHD IPS 250nits Anti-glare, 45% NTSC, 120Hz",NVIDIA® GeForce RTX™ 3050 4GB,512GB SSD M.2 2280 PCIe® 3.0x4 NVMe®,512,16,1920 x 1080,15.6,1080,1920,120,12650,3050,2.0,49999.0
Amd Ryzen 5-5600H,"15.6"" FHD IPS 250nits Anti-glare, 45% NTSC, 120Hz, FreeSync™",NVIDIA® GeForce RTX™ 3050 Ti 4GB,512GB SSD M.2 2280 PCIe® 3.0x4 NVMe®,512,1,1920 x 1080,15.6,1080,1920,120,5600,3050,2.0,41299.0
